"year","variable","value","tributary"
2084,"growPercent_year",0.734,"vermillion"
2085,"growPercent_year",0.76,"vermillion"
2086,"growPercent_year",0.75,"vermillion"
2087,"growPercent_year",0.746,"vermillion"
2088,"growPercent_year",0.748,"vermillion"
2089,"growPercent_year",0.79,"vermillion"
2090,"growPercent_year",0.762,"vermillion"
2091,"growPercent_year",0.752,"vermillion"
2092,"growPercent_year",0.78,"vermillion"
2093,"growPercent_year",0.772,"vermillion"
2094,"growPercent_year",0.798,"vermillion"
2095,"growPercent_year",0.77,"vermillion"
2096,"growPercent_year",0.776,"vermillion"
2097,"growPercent_year",0.772,"vermillion"
2098,"growPercent_year",0.802,"vermillion"
2099,"growPercent_year",0.792,"vermillion"
2015,"num.spawnDays",112.6,"vermillion"
2016,"num.spawnDays",124.4,"vermillion"
2017,"num.spawnDays",119.2,"vermillion"
2018,"num.spawnDays",115.2,"vermillion"
2019,"num.spawnDays",115.8,"vermillion"
2020,"num.spawnDays",130.4,"vermillion"
2021,"num.spawnDays",117.4,"vermillion"
2022,"num.spawnDays",113.4,"vermillion"
2023,"num.spawnDays",118.2,"vermillion"
2024,"num.spawnDays",119.8,"vermillion"
2025,"num.spawnDays",122.8,"vermillion"
2026,"num.spawnDays",119.8,"vermillion"
2027,"num.spawnDays",125.2,"vermillion"
2028,"num.spawnDays",122.6,"vermillion"
2029,"num.spawnDays",125.4,"vermillion"
2030,"num.spawnDays",128.8,"vermillion"
2031,"num.spawnDays",120.4,"vermillion"
2032,"num.spawnDays",131.4,"vermillion"
2033,"num.spawnDays",128.4,"vermillion"
2034,"num.spawnDays",126.6,"vermillion"
2035,"num.spawnDays",138.2,"vermillion"
2036,"num.spawnDays",131.4,"vermillion"
2037,"num.spawnDays",138.8,"vermillion"
2038,"num.spawnDays",136,"vermillion"
2039,"num.spawnDays",131.2,"vermillion"
2040,"num.spawnDays",138,"vermillion"
2041,"num.spawnDays",132,"vermillion"
2042,"num.spawnDays",136,"vermillion"
2043,"num.spawnDays",142,"vermillion"
2044,"num.spawnDays",140.4,"vermillion"
2045,"num.spawnDays",141,"vermillion"
2046,"num.spawnDays",132.4,"vermillion"
2047,"num.spawnDays",142.6,"vermillion"
2048,"num.spawnDays",128,"vermillion"
2049,"num.spawnDays",141.4,"vermillion"
2050,"num.spawnDays",140.6,"vermillion"
2051,"num.spawnDays",146,"vermillion"
2052,"num.spawnDays",142.8,"vermillion"
2053,"num.spawnDays",142.6,"vermillion"
2054,"num.spawnDays",145.4,"vermillion"
2055,"num.spawnDays",145,"vermillion"
2056,"num.spawnDays",146.8,"vermillion"
2057,"num.spawnDays",149.6,"vermillion"
2058,"num.spawnDays",152,"vermillion"
2059,"num.spawnDays",150.8,"vermillion"
2060,"num.spawnDays",147.4,"vermillion"
2061,"num.spawnDays",149.8,"vermillion"
2062,"num.spawnDays",143.6,"vermillion"
2063,"num.spawnDays",145.8,"vermillion"
2064,"num.spawnDays",157.6,"vermillion"
2065,"num.spawnDays",152.4,"vermillion"
2066,"num.spawnDays",148.2,"vermillion"
2067,"num.spawnDays",153.8,"vermillion"
2068,"num.spawnDays",151.8,"vermillion"
2069,"num.spawnDays",159.6,"vermillion"
2070,"num.spawnDays",153.6,"vermillion"
2071,"num.spawnDays",162.6,"vermillion"
2072,"num.spawnDays",154.6,"vermillion"
2073,"num.spawnDays",161.6,"vermillion"
2074,"num.spawnDays",149.8,"vermillion"
2075,"num.spawnDays",157.8,"vermillion"
2076,"num.spawnDays",161.4,"vermillion"
2077,"num.spawnDays",162.2,"vermillion"
2078,"num.spawnDays",169.6,"vermillion"
2079,"num.spawnDays",164.2,"vermillion"
2080,"num.spawnDays",167,"vermillion"
2081,"num.spawnDays",167.8,"vermillion"
2082,"num.spawnDays",162.4,"vermillion"
2083,"num.spawnDays",156.6,"vermillion"
2084,"num.spawnDays",164.2,"vermillion"
2085,"num.spawnDays",166.6,"vermillion"
2086,"num.spawnDays",168.2,"vermillion"
2087,"num.spawnDays",165.4,"vermillion"
2088,"num.spawnDays",166.8,"vermillion"
2089,"num.spawnDays",178.6,"vermillion"
2090,"num.spawnDays",166.8,"vermillion"
2091,"num.spawnDays",173.2,"vermillion"
2092,"num.spawnDays",176.2,"vermillion"
2093,"num.spawnDays",168.6,"vermillion"
2094,"num.spawnDays",182.4,"vermillion"
2095,"num.spawnDays",171.4,"vermillion"
2096,"num.spawnDays",168.4,"vermillion"
2097,"num.spawnDays",173.2,"vermillion"
2098,"num.spawnDays",187.2,"vermillion"
2099,"num.spawnDays",176.6,"vermillion"
2015,"spawnPercent_year",0.308,"vermillion"
2016,"spawnPercent_year",0.342,"vermillion"
2017,"spawnPercent_year",0.324,"vermillion"
2018,"spawnPercent_year",0.316,"vermillion"
2019,"spawnPercent_year",0.318,"vermillion"
2020,"spawnPercent_year",0.358,"vermillion"
2021,"spawnPercent_year",0.32,"vermillion"
2022,"spawnPercent_year",0.31,"vermillion"
2023,"spawnPercent_year",0.324,"vermillion"
2024,"spawnPercent_year",0.328,"vermillion"
2025,"spawnPercent_year",0.336,"vermillion"
2026,"spawnPercent_year",0.33,"vermillion"
2027,"spawnPercent_year",0.344,"vermillion"
2028,"spawnPercent_year",0.336,"vermillion"
2029,"spawnPercent_year",0.344,"vermillion"
2030,"spawnPercent_year",0.352,"vermillion"
2031,"spawnPercent_year",0.33,"vermillion"
2032,"spawnPercent_year",0.36,"vermillion"
2033,"spawnPercent_year",0.354,"vermillion"
2034,"spawnPercent_year",0.344,"vermillion"
2035,"spawnPercent_year",0.378,"vermillion"
2036,"spawnPercent_year",0.36,"vermillion"
2037,"spawnPercent_year",0.382,"vermillion"
2038,"spawnPercent_year",0.372,"vermillion"
2039,"spawnPercent_year",0.36,"vermillion"
2040,"spawnPercent_year",0.378,"vermillion"
2041,"spawnPercent_year",0.362,"vermillion"
2042,"spawnPercent_year",0.374,"vermillion"
2043,"spawnPercent_year",0.39,"vermillion"
2044,"spawnPercent_year",0.384,"vermillion"
2045,"spawnPercent_year",0.386,"vermillion"
2046,"spawnPercent_year",0.364,"vermillion"
2047,"spawnPercent_year",0.388,"vermillion"
2048,"spawnPercent_year",0.35,"vermillion"
2049,"spawnPercent_year",0.386,"vermillion"
2050,"spawnPercent_year",0.386,"vermillion"
2051,"spawnPercent_year",0.4,"vermillion"
2052,"spawnPercent_year",0.39,"vermillion"
2053,"spawnPercent_year",0.392,"vermillion"
2054,"spawnPercent_year",0.4,"vermillion"
2055,"spawnPercent_year",0.398,"vermillion"
2056,"spawnPercent_year",0.4,"vermillion"
2057,"spawnPercent_year",0.408,"vermillion"
2058,"spawnPercent_year",0.416,"vermillion"
2059,"spawnPercent_year",0.412,"vermillion"
2060,"spawnPercent_year",0.404,"vermillion"
2061,"spawnPercent_year",0.41,"vermillion"
2062,"spawnPercent_year",0.394,"vermillion"
2063,"spawnPercent_year",0.4,"vermillion"
2064,"spawnPercent_year",0.434,"vermillion"
2065,"spawnPercent_year",0.414,"vermillion"
2066,"spawnPercent_year",0.406,"vermillion"
2067,"spawnPercent_year",0.418,"vermillion"
2068,"spawnPercent_year",0.416,"vermillion"
2069,"spawnPercent_year",0.44,"vermillion"
2070,"spawnPercent_year",0.422,"vermillion"
2071,"spawnPercent_year",0.444,"vermillion"
2072,"spawnPercent_year",0.424,"vermillion"
2073,"spawnPercent_year",0.442,"vermillion"
2074,"spawnPercent_year",0.41,"vermillion"
2075,"spawnPercent_year",0.434,"vermillion"
2076,"spawnPercent_year",0.444,"vermillion"
2077,"spawnPercent_year",0.444,"vermillion"
2078,"spawnPercent_year",0.466,"vermillion"
2079,"spawnPercent_year",0.452,"vermillion"
2080,"spawnPercent_year",0.458,"vermillion"
2081,"spawnPercent_year",0.46,"vermillion"
2082,"spawnPercent_year",0.444,"vermillion"
2083,"spawnPercent_year",0.43,"vermillion"
2084,"spawnPercent_year",0.452,"vermillion"
2085,"spawnPercent_year",0.456,"vermillion"
2086,"spawnPercent_year",0.46,"vermillion"
2087,"spawnPercent_year",0.454,"vermillion"
2088,"spawnPercent_year",0.456,"vermillion"
2089,"spawnPercent_year",0.49,"vermillion"
2090,"spawnPercent_year",0.456,"vermillion"
2091,"spawnPercent_year",0.478,"vermillion"
2092,"spawnPercent_year",0.482,"vermillion"
2093,"spawnPercent_year",0.462,"vermillion"
2094,"spawnPercent_year",0.498,"vermillion"
2095,"spawnPercent_year",0.468,"vermillion"
2096,"spawnPercent_year",0.46,"vermillion"
2097,"spawnPercent_year",0.474,"vermillion"
2098,"spawnPercent_year",0.514,"vermillion"
2099,"spawnPercent_year",0.484,"vermillion"
2015,"spawnDaysRange1",155.4,"vermillion"
2016,"spawnDaysRange1",151.6,"vermillion"
2017,"spawnDaysRange1",150,"vermillion"
2018,"spawnDaysRange1",158,"vermillion"
2019,"spawnDaysRange1",155,"vermillion"
2020,"spawnDaysRange1",147.6,"vermillion"
2021,"spawnDaysRange1",152.2,"vermillion"
2022,"spawnDaysRange1",155.2,"vermillion"
2023,"spawnDaysRange1",159,"vermillion"
2024,"spawnDaysRange1",151.6,"vermillion"
2025,"spawnDaysRange1",150,"vermillion"
2026,"spawnDaysRange1",150,"vermillion"
2027,"spawnDaysRange1",149,"vermillion"
2028,"spawnDaysRange1",155.6,"vermillion"
2029,"spawnDaysRange1",150,"vermillion"
2030,"spawnDaysRange1",151,"vermillion"
2031,"spawnDaysRange1",149.2,"vermillion"
2032,"spawnDaysRange1",153.8,"vermillion"
2033,"spawnDaysRange1",145.4,"vermillion"
2034,"spawnDaysRange1",148.2,"vermillion"
2035,"spawnDaysRange1",145,"vermillion"
2036,"spawnDaysRange1",148,"vermillion"
2037,"spawnDaysRange1",142.2,"vermillion"
2038,"spawnDaysRange1",148.2,"vermillion"
2039,"spawnDaysRange1",146,"vermillion"
2040,"spawnDaysRange1",144.6,"vermillion"
2041,"spawnDaysRange1",139.6,"vermillion"
2042,"spawnDaysRange1",148.6,"vermillion"
2043,"spawnDaysRange1",142.2,"vermillion"
2044,"spawnDaysRange1",140.8,"vermillion"
2045,"spawnDaysRange1",141.2,"vermillion"
2046,"spawnDaysRange1",149.2,"vermillion"
2047,"spawnDaysRange1",144.6,"vermillion"
2048,"spawnDaysRange1",152.2,"vermillion"
2049,"spawnDaysRange1",139.6,"vermillion"
2050,"spawnDaysRange1",144,"vermillion"
2051,"spawnDaysRange1",140.4,"vermillion"
2052,"spawnDaysRange1",146.8,"vermillion"
2053,"spawnDaysRange1",143.6,"vermillion"
2054,"spawnDaysRange1",137.6,"vermillion"
2055,"spawnDaysRange1",134.4,"vermillion"
2056,"spawnDaysRange1",139,"vermillion"
2057,"spawnDaysRange1",142.2,"vermillion"
2058,"spawnDaysRange1",139.8,"vermillion"
2059,"spawnDaysRange1",135.6,"vermillion"
2060,"spawnDaysRange1",138.2,"vermillion"
2061,"spawnDaysRange1",130,"vermillion"
2062,"spawnDaysRange1",142.4,"vermillion"
2063,"spawnDaysRange1",135.4,"vermillion"
2064,"spawnDaysRange1",136.8,"vermillion"
2065,"spawnDaysRange1",135.4,"vermillion"
2066,"spawnDaysRange1",142,"vermillion"
2067,"spawnDaysRange1",134,"vermillion"
2068,"spawnDaysRange1",137.4,"vermillion"
2069,"spawnDaysRange1",135.2,"vermillion"
2070,"spawnDaysRange1",136.6,"vermillion"
2071,"spawnDaysRange1",129.8,"vermillion"
2072,"spawnDaysRange1",140.4,"vermillion"
2073,"spawnDaysRange1",129.6,"vermillion"
2074,"spawnDaysRange1",135.8,"vermillion"
2075,"spawnDaysRange1",131.6,"vermillion"
2076,"spawnDaysRange1",133.4,"vermillion"
2077,"spawnDaysRange1",132.8,"vermillion"
2078,"spawnDaysRange1",125.8,"vermillion"
2079,"spawnDaysRange1",131.8,"vermillion"
2080,"spawnDaysRange1",129.4,"vermillion"
2081,"spawnDaysRange1",132.2,"vermillion"
2082,"spawnDaysRange1",131,"vermillion"
2083,"spawnDaysRange1",139.8,"vermillion"
2084,"spawnDaysRange1",138,"vermillion"
2085,"spawnDaysRange1",127.8,"vermillion"
2086,"spawnDaysRange1",121.6,"vermillion"
2087,"spawnDaysRange1",131.6,"vermillion"
2088,"spawnDaysRange1",136.6,"vermillion"
2089,"spawnDaysRange1",123.6,"vermillion"
2090,"spawnDaysRange1",131.6,"vermillion"
2091,"spawnDaysRange1",123.4,"vermillion"
2092,"spawnDaysRange1",123.4,"vermillion"
2093,"spawnDaysRange1",126.4,"vermillion"
2094,"spawnDaysRange1",123.6,"vermillion"
2095,"spawnDaysRange1",117.8,"vermillion"
2096,"spawnDaysRange1",130,"vermillion"
2097,"spawnDaysRange1",130.6,"vermillion"
2098,"spawnDaysRange1",120.4,"vermillion"
2099,"spawnDaysRange1",118.2,"vermillion"
2015,"spawnDaysRange2",295.4,"vermillion"
2016,"spawnDaysRange2",313.6,"vermillion"
2017,"spawnDaysRange2",302.6,"vermillion"
2018,"spawnDaysRange2",306.6,"vermillion"
2019,"spawnDaysRange2",303,"vermillion"
2020,"spawnDaysRange2",306.6,"vermillion"
2021,"spawnDaysRange2",304.4,"vermillion"
2022,"spawnDaysRange2",305.2,"vermillion"
2023,"spawnDaysRange2",305.4,"vermillion"
2024,"spawnDaysRange2",323.2,"vermillion"
2025,"spawnDaysRange2",314.6,"vermillion"
2026,"spawnDaysRange2",308,"vermillion"
2027,"spawnDaysRange2",319.8,"vermillion"
2028,"spawnDaysRange2",305.6,"vermillion"
2029,"spawnDaysRange2",313.2,"vermillion"
2030,"spawnDaysRange2",316.6,"vermillion"
2031,"spawnDaysRange2",305.2,"vermillion"
2032,"spawnDaysRange2",312.4,"vermillion"
2033,"spawnDaysRange2",300.4,"vermillion"
2034,"spawnDaysRange2",304,"vermillion"
2035,"spawnDaysRange2",317.4,"vermillion"
2036,"spawnDaysRange2",306.6,"vermillion"
2037,"spawnDaysRange2",318.8,"vermillion"
2038,"spawnDaysRange2",310.8,"vermillion"
2039,"spawnDaysRange2",298.4,"vermillion"
2040,"spawnDaysRange2",320.6,"vermillion"
2041,"spawnDaysRange2",302.2,"vermillion"
2042,"spawnDaysRange2",322,"vermillion"
2043,"spawnDaysRange2",310.8,"vermillion"
2044,"spawnDaysRange2",329.2,"vermillion"
2045,"spawnDaysRange2",311.6,"vermillion"
2046,"spawnDaysRange2",307.8,"vermillion"
2047,"spawnDaysRange2",312.2,"vermillion"
2048,"spawnDaysRange2",314,"vermillion"
2049,"spawnDaysRange2",309.2,"vermillion"
2050,"spawnDaysRange2",313,"vermillion"
2051,"spawnDaysRange2",323,"vermillion"
2052,"spawnDaysRange2",320.8,"vermillion"
2053,"spawnDaysRange2",318.8,"vermillion"
2054,"spawnDaysRange2",320.2,"vermillion"
2055,"spawnDaysRange2",314.2,"vermillion"
2056,"spawnDaysRange2",318.4,"vermillion"
2057,"spawnDaysRange2",313.8,"vermillion"
2058,"spawnDaysRange2",336.6,"vermillion"
2059,"spawnDaysRange2",334.6,"vermillion"
2060,"spawnDaysRange2",327.6,"vermillion"
2061,"spawnDaysRange2",336.4,"vermillion"
2062,"spawnDaysRange2",308.8,"vermillion"
2063,"spawnDaysRange2",325.8,"vermillion"
2064,"spawnDaysRange2",314.4,"vermillion"
2065,"spawnDaysRange2",332.4,"vermillion"
2066,"spawnDaysRange2",331.4,"vermillion"
2067,"spawnDaysRange2",317.2,"vermillion"
2068,"spawnDaysRange2",323,"vermillion"
2069,"spawnDaysRange2",333.6,"vermillion"
2070,"spawnDaysRange2",314.8,"vermillion"
2071,"spawnDaysRange2",330.8,"vermillion"
2072,"spawnDaysRange2",325.2,"vermillion"
2073,"spawnDaysRange2",320.8,"vermillion"
2074,"spawnDaysRange2",336.8,"vermillion"
2075,"spawnDaysRange2",324,"vermillion"
2076,"spawnDaysRange2",333.4,"vermillion"
2077,"spawnDaysRange2",328.8,"vermillion"
2078,"spawnDaysRange2",331.2,"vermillion"
2079,"spawnDaysRange2",333.6,"vermillion"
2080,"spawnDaysRange2",330.2,"vermillion"
2081,"spawnDaysRange2",327.2,"vermillion"
2082,"spawnDaysRange2",314.8,"vermillion"
2083,"spawnDaysRange2",315,"vermillion"
2084,"spawnDaysRange2",339.8,"vermillion"
2085,"spawnDaysRange2",329.8,"vermillion"
2086,"spawnDaysRange2",327.6,"vermillion"
2087,"spawnDaysRange2",324.8,"vermillion"
2088,"spawnDaysRange2",325.4,"vermillion"
2089,"spawnDaysRange2",335.4,"vermillion"
2090,"spawnDaysRange2",338.4,"vermillion"
2091,"spawnDaysRange2",327,"vermillion"
2092,"spawnDaysRange2",332,"vermillion"
2093,"spawnDaysRange2",332.8,"vermillion"
2094,"spawnDaysRange2",337.8,"vermillion"
2095,"spawnDaysRange2",330.2,"vermillion"
2096,"spawnDaysRange2",343.2,"vermillion"
2097,"spawnDaysRange2",335.6,"vermillion"
2098,"spawnDaysRange2",333.6,"vermillion"
2099,"spawnDaysRange2",320.2,"vermillion"
2015,"lastBday",241.6,"vermillion"
2016,"lastBday",256.6,"vermillion"
2017,"lastBday",240.6,"vermillion"
2018,"lastBday",240.6,"vermillion"
2019,"lastBday",243.2,"vermillion"
2020,"lastBday",245.2,"vermillion"
2021,"lastBday",249.2,"vermillion"
2022,"lastBday",237.4,"vermillion"
2023,"lastBday",247.2,"vermillion"
2024,"lastBday",251,"vermillion"
2025,"lastBday",256.8,"vermillion"
2026,"lastBday",254.8,"vermillion"
2027,"lastBday",263.8,"vermillion"
2028,"lastBday",255,"vermillion"
2029,"lastBday",242.8,"vermillion"
2030,"lastBday",256.8,"vermillion"
2031,"lastBday",246.6,"vermillion"
2032,"lastBday",257.8,"vermillion"
2033,"lastBday",255,"vermillion"
2034,"lastBday",257.8,"vermillion"
2035,"lastBday",257.4,"vermillion"
2036,"lastBday",249,"vermillion"
2037,"lastBday",260.4,"vermillion"
2038,"lastBday",255.4,"vermillion"
2039,"lastBday",255.2,"vermillion"
2040,"lastBday",269.8,"vermillion"
2041,"lastBday",245.4,"vermillion"
2042,"lastBday",266.2,"vermillion"
2043,"lastBday",260.6,"vermillion"
2044,"lastBday",260.8,"vermillion"
2045,"lastBday",256.2,"vermillion"
2046,"lastBday",257.6,"vermillion"
2047,"lastBday",261.4,"vermillion"
2048,"lastBday",254.2,"vermillion"
2049,"lastBday",255.8,"vermillion"
2050,"lastBday",263.8,"vermillion"
2051,"lastBday",263.4,"vermillion"
2052,"lastBday",269.6,"vermillion"
2053,"lastBday",266,"vermillion"
2054,"lastBday",264.8,"vermillion"
2055,"lastBday",259.6,"vermillion"
2056,"lastBday",268.8,"vermillion"
2057,"lastBday",265.6,"vermillion"
2058,"lastBday",268.8,"vermillion"
2059,"lastBday",268.6,"vermillion"
2060,"lastBday",268.8,"vermillion"
2061,"lastBday",265.4,"vermillion"
2062,"lastBday",262.2,"vermillion"
2063,"lastBday",271.6,"vermillion"
2064,"lastBday",269,"vermillion"
2065,"lastBday",267,"vermillion"
2066,"lastBday",278.4,"vermillion"
2067,"lastBday",270.2,"vermillion"
2068,"lastBday",269.8,"vermillion"
2069,"lastBday",277.8,"vermillion"
2070,"lastBday",271.2,"vermillion"
2071,"lastBday",268,"vermillion"
2072,"lastBday",273.6,"vermillion"
2073,"lastBday",268.8,"vermillion"
2074,"lastBday",268.8,"vermillion"
2075,"lastBday",270.2,"vermillion"
2076,"lastBday",276.8,"vermillion"
2077,"lastBday",275.4,"vermillion"
2078,"lastBday",276,"vermillion"
2079,"lastBday",277.8,"vermillion"
2080,"lastBday",273.2,"vermillion"
2081,"lastBday",277,"vermillion"
2082,"lastBday",274,"vermillion"
2083,"lastBday",275.2,"vermillion"
2084,"lastBday",285.6,"vermillion"
2085,"lastBday",279,"vermillion"
2086,"lastBday",278.4,"vermillion"
2087,"lastBday",272.4,"vermillion"
2088,"lastBday",286,"vermillion"
2089,"lastBday",287.8,"vermillion"
2090,"lastBday",284,"vermillion"
2091,"lastBday",281.2,"vermillion"
2092,"lastBday",275.6,"vermillion"
2093,"lastBday",285,"vermillion"
2094,"lastBday",285,"vermillion"
2095,"lastBday",283.2,"vermillion"
2096,"lastBday",285.2,"vermillion"
2097,"lastBday",285,"vermillion"
2098,"lastBday",291.2,"vermillion"
2099,"lastBday",283.2,"vermillion"
2015,"surviveNum",79.8,"vermillion"
2016,"surviveNum",98.4,"vermillion"
2017,"surviveNum",86.8,"vermillion"
2018,"surviveNum",80.4,"vermillion"
2019,"surviveNum",84.6,"vermillion"
2020,"surviveNum",95.4,"vermillion"
2021,"surviveNum",92.4,"vermillion"
2022,"surviveNum",80.2,"vermillion"
2023,"surviveNum",87,"vermillion"
2024,"surviveNum",95.6,"vermillion"
2025,"surviveNum",101.2,"vermillion"
2026,"surviveNum",97.8,"vermillion"
2027,"surviveNum",107.8,"vermillion"
2028,"surviveNum",98.6,"vermillion"
2029,"surviveNum",90.8,"vermillion"
2030,"surviveNum",102.6,"vermillion"
2031,"surviveNum",93,"vermillion"
2032,"surviveNum",101.8,"vermillion"
2033,"surviveNum",104.2,"vermillion"
2034,"surviveNum",103,"vermillion"
2035,"surviveNum",108.8,"vermillion"
2036,"surviveNum",99.4,"vermillion"
2037,"surviveNum",112.8,"vermillion"
2038,"surviveNum",106.6,"vermillion"
2039,"surviveNum",104.4,"vermillion"
2040,"surviveNum",117.8,"vermillion"
2041,"surviveNum",100.2,"vermillion"
2042,"surviveNum",116.6,"vermillion"
2043,"surviveNum",113.8,"vermillion"
2044,"surviveNum",113.2,"vermillion"
2045,"surviveNum",112.2,"vermillion"
2046,"surviveNum",106.4,"vermillion"
2047,"surviveNum",114,"vermillion"
2048,"surviveNum",101,"vermillion"
2049,"surviveNum",112.2,"vermillion"
2050,"surviveNum",115.8,"vermillion"
2051,"surviveNum",117.6,"vermillion"
2052,"surviveNum",118,"vermillion"
2053,"surviveNum",118.2,"vermillion"
2054,"surviveNum",121.8,"vermillion"
2055,"surviveNum",117.8,"vermillion"
2056,"surviveNum",123.2,"vermillion"
2057,"surviveNum",121.4,"vermillion"
2058,"surviveNum",124.4,"vermillion"
2059,"surviveNum",127,"vermillion"
2060,"surviveNum",125,"vermillion"
2061,"surviveNum",127.8,"vermillion"
2062,"surviveNum",116.4,"vermillion"
2063,"surviveNum",129.6,"vermillion"
2064,"surviveNum",131.2,"vermillion"
2065,"surviveNum",128.8,"vermillion"
2066,"surviveNum",128,"vermillion"
2067,"surviveNum",130.2,"vermillion"
2068,"surviveNum",130,"vermillion"
2069,"surviveNum",138.4,"vermillion"
2070,"surviveNum",131.6,"vermillion"
2071,"surviveNum",134.8,"vermillion"
2072,"surviveNum",129.8,"vermillion"
2073,"surviveNum",136.6,"vermillion"
2074,"surviveNum",126,"vermillion"
2075,"surviveNum",132.6,"vermillion"
2076,"surviveNum",139.6,"vermillion"
2077,"surviveNum",140.8,"vermillion"
2078,"surviveNum",147.6,"vermillion"
2079,"surviveNum",140.6,"vermillion"
2080,"surviveNum",141,"vermillion"
2081,"surviveNum",142.6,"vermillion"
2082,"surviveNum",139,"vermillion"
2083,"surviveNum",134.4,"vermillion"
2084,"surviveNum",143.8,"vermillion"
2085,"surviveNum",146.4,"vermillion"
2086,"surviveNum",149.6,"vermillion"
2087,"surviveNum",136.8,"vermillion"
2088,"surviveNum",145.8,"vermillion"
2089,"surviveNum",158.4,"vermillion"
2090,"surviveNum",149.2,"vermillion"
2091,"surviveNum",153.2,"vermillion"
2092,"surviveNum",150.6,"vermillion"
2093,"surviveNum",152.6,"vermillion"
2094,"surviveNum",159.2,"vermillion"
2095,"surviveNum",154,"vermillion"
2096,"surviveNum",150,"vermillion"
2097,"surviveNum",153,"vermillion"
2098,"surviveNum",165.4,"vermillion"
2099,"surviveNum",158,"vermillion"
2015,"percentSpawnSurvive",0.706,"vermillion"
2016,"percentSpawnSurvive",0.788,"vermillion"
2017,"percentSpawnSurvive",0.726,"vermillion"
2018,"percentSpawnSurvive",0.692,"vermillion"
2019,"percentSpawnSurvive",0.73,"vermillion"
2020,"percentSpawnSurvive",0.726,"vermillion"
2021,"percentSpawnSurvive",0.782,"vermillion"
2022,"percentSpawnSurvive",0.706,"vermillion"
2023,"percentSpawnSurvive",0.734,"vermillion"
2024,"percentSpawnSurvive",0.79,"vermillion"
2025,"percentSpawnSurvive",0.822,"vermillion"
2026,"percentSpawnSurvive",0.812,"vermillion"
2027,"percentSpawnSurvive",0.858,"vermillion"
2028,"percentSpawnSurvive",0.804,"vermillion"
2029,"percentSpawnSurvive",0.72,"vermillion"
2030,"percentSpawnSurvive",0.796,"vermillion"
2031,"percentSpawnSurvive",0.774,"vermillion"
2032,"percentSpawnSurvive",0.778,"vermillion"
2033,"percentSpawnSurvive",0.814,"vermillion"
2034,"percentSpawnSurvive",0.812,"vermillion"
2035,"percentSpawnSurvive",0.786,"vermillion"
2036,"percentSpawnSurvive",0.752,"vermillion"
2037,"percentSpawnSurvive",0.812,"vermillion"
2038,"percentSpawnSurvive",0.784,"vermillion"
2039,"percentSpawnSurvive",0.794,"vermillion"
2040,"percentSpawnSurvive",0.856,"vermillion"
2041,"percentSpawnSurvive",0.748,"vermillion"
2042,"percentSpawnSurvive",0.858,"vermillion"
2043,"percentSpawnSurvive",0.802,"vermillion"
2044,"percentSpawnSurvive",0.806,"vermillion"
2045,"percentSpawnSurvive",0.79,"vermillion"
2046,"percentSpawnSurvive",0.798,"vermillion"
2047,"percentSpawnSurvive",0.804,"vermillion"
2048,"percentSpawnSurvive",0.778,"vermillion"
2049,"percentSpawnSurvive",0.792,"vermillion"
2050,"percentSpawnSurvive",0.822,"vermillion"
2051,"percentSpawnSurvive",0.8,"vermillion"
2052,"percentSpawnSurvive",0.826,"vermillion"
2053,"percentSpawnSurvive",0.82,"vermillion"
2054,"percentSpawnSurvive",0.836,"vermillion"
2055,"percentSpawnSurvive",0.812,"vermillion"
2056,"percentSpawnSurvive",0.836,"vermillion"
2057,"percentSpawnSurvive",0.812,"vermillion"
2058,"percentSpawnSurvive",0.814,"vermillion"
2059,"percentSpawnSurvive",0.84,"vermillion"
2060,"percentSpawnSurvive",0.846,"vermillion"
2061,"percentSpawnSurvive",0.852,"vermillion"
2062,"percentSpawnSurvive",0.808,"vermillion"
2063,"percentSpawnSurvive",0.89,"vermillion"
2064,"percentSpawnSurvive",0.83,"vermillion"
2065,"percentSpawnSurvive",0.844,"vermillion"
2066,"percentSpawnSurvive",0.864,"vermillion"
2067,"percentSpawnSurvive",0.848,"vermillion"
2068,"percentSpawnSurvive",0.856,"vermillion"
2069,"percentSpawnSurvive",0.866,"vermillion"
2070,"percentSpawnSurvive",0.854,"vermillion"
2071,"percentSpawnSurvive",0.828,"vermillion"
2072,"percentSpawnSurvive",0.84,"vermillion"
2073,"percentSpawnSurvive",0.842,"vermillion"
2074,"percentSpawnSurvive",0.834,"vermillion"
2075,"percentSpawnSurvive",0.834,"vermillion"
2076,"percentSpawnSurvive",0.86,"vermillion"
2077,"percentSpawnSurvive",0.866,"vermillion"
2078,"percentSpawnSurvive",0.87,"vermillion"
2079,"percentSpawnSurvive",0.858,"vermillion"
2080,"percentSpawnSurvive",0.844,"vermillion"
2081,"percentSpawnSurvive",0.848,"vermillion"
2082,"percentSpawnSurvive",0.85,"vermillion"
2083,"percentSpawnSurvive",0.858,"vermillion"
2084,"percentSpawnSurvive",0.878,"vermillion"
2085,"percentSpawnSurvive",0.878,"vermillion"
2086,"percentSpawnSurvive",0.888,"vermillion"
2087,"percentSpawnSurvive",0.822,"vermillion"
2088,"percentSpawnSurvive",0.868,"vermillion"
2089,"percentSpawnSurvive",0.884,"vermillion"
2090,"percentSpawnSurvive",0.894,"vermillion"
2091,"percentSpawnSurvive",0.882,"vermillion"
2092,"percentSpawnSurvive",0.854,"vermillion"
2093,"percentSpawnSurvive",0.906,"vermillion"
